Age,Balance,NumOfProducts,IsActiveMember,BalanceRatio,AgePerProduct,BalancePerProduct,Age_IsActive,Geography_Germany,Geography_Spain,Gender_Male
26,118547.72,1,1,0.7840863198083393,26.0,118547.72,26,1.0,0.0,0.0
34,0.0,2,1,0.0,17.0,0.0,34,0.0,0.0,1.0
34,84009.47,1,1,0.6132028866921506,34.0,84009.47,34,0.0,0.0,1.0
51,114514.71,2,0,0.6441202357818459,25.5,57257.355,0,1.0,0.0,1.0
31,118342.26,1,0,0.7324329461283389,31.0,118342.26,0,0.0,0.0,1.0
27,79336.61,1,1,3.031576900032403,27.0,79336.61,27,0.0,0.0,0.0
27,186558.55,1,1,1.0656147561373426,27.0,186558.55,27,0.0,0.0,0.0
62,0.0,1,1,0.0,62.0,0.0,62,0.0,0.0,0.0
55,155196.17,1,1,1.2804155281935152,55.0,155196.17,55,1.0,0.0,1.0
51,0.0,2,0,0.0,25.5,0.0,0,0.0,1.0,1.0
32,0.0,1,1,0.0,32.0,0.0,32,0.0,0.0,1.0
47,110783.28,1,1,1.5511485832571643,47.0,110783.28,47,0.0,1.0,0.0
40,0.0,1,0,0.0,40.0,0.0,0,0.0,0.0,0.0
57,0.0,2,0,0.0,28.5,0.0,0,0.0,0.0,0.0
39,82766.43,1,1,0.6733059487116743,39.0,82766.43,39,0.0,1.0,0.0
77,0.0,1,1,0.0,77.0,0.0,77,0.0,0.0,1.0
28,0.0,1,1,0.0,28.0,0.0,28,0.0,0.0,0.0
45,104339.11,2,1,0.5684809029868222,22.5,52169.555,45,1.0,0.0,1.0
32,127845.83,1,0,1.9233845149332323,32.0,127845.83,0,0.0,0.0,1.0
66,0.0,2,1,0.0,33.0,0.0,66,0.0,1.0,1.0
40,113208.86,2,0,3.274074712470819,20.0,56604.43,0,0.0,0.0,1.0
35,0.0,2,0,0.0,17.5,0.0,0,0.0,0.0,0.0
37,93147.0,2,0,1.406754117285842,18.5,46573.5,0,0.0,0.0,1.0
34,141173.03,1,1,1.4274889211966584,34.0,141173.03,34,0.0,0.0,1.0
32,0.0,2,1,0.0,16.0,0.0,32,0.0,0.0,1.0
70,71816.74,2,0,0.6833388488823925,35.0,35908.37,0,1.0,0.0,0.0
36,119912.46,1,0,0.9642759610958699,36.0,119912.46,0,0.0,0.0,0.0
34,83503.11,2,1,1.1419302113805039,17.0,41751.555,34,0.0,0.0,1.0
47,139887.01,1,1,1.4614229480170913,47.0,139887.01,47,0.0,1.0,1.0
30,154870.28,1,1,2.8578397523739016,30.0,154870.28,30,1.0,0.0,0.0
54,77354.37,1,0,0.5597561468028259,54.0,77354.37,0,1.0,0.0,0.0
22,139129.92,1,1,2.1825153641295167,22.0,139129.92,22,1.0,0.0,0.0
42,0.0,2,0,0.0,21.0,0.0,0,0.0,0.0,1.0
42,138650.49,2,0,2.1414502841639655,21.0,69325.245,0,1.0,0.0,0.0
33,80107.83,2,1,0.9740066559127064,16.5,40053.915,33,0.0,0.0,0.0
42,64497.94,3,1,0.35353578041624384,14.0,21499.313333333335,42,1.0,0.0,0.0
57,0.0,2,1,0.0,28.5,0.0,57,0.0,1.0,1.0
67,0.0,2,1,0.0,33.5,0.0,67,0.0,0.0,1.0
46,92060.06,1,0,0.6253105239366552,46.0,92060.06,0,1.0,0.0,0.0
36,175509.8,2,0,1.1543684618626175,18.0,87754.9,0,0.0,1.0,0.0
40,0.0,2,1,0.0,20.0,0.0,40,0.0,0.0,1.0
26,118287.01,2,0,1.9575094369597845,13.0,59143.505,0,1.0,0.0,1.0
29,130306.49,1,0,1.68203863255392,29.0,130306.49,0,0.0,0.0,1.0
36,0.0,1,0,0.0,36.0,0.0,0,0.0,1.0,0.0
40,97339.99,1,1,1.0959828407846626,40.0,97339.99,40,0.0,0.0,1.0
30,127023.39,1,1,0.9152801225010158,30.0,127023.39,30,0.0,0.0,0.0
47,0.0,2,0,0.0,23.5,0.0,0,0.0,0.0,1.0
50,96888.39,1,0,1.2549293612887558,50.0,96888.39,0,1.0,0.0,1.0
64,0.0,2,1,0.0,32.0,0.0,64,0.0,0.0,1.0
39,113096.41,1,1,1.8744668953003254,39.0,113096.41,39,0.0,0.0,1.0
43,116360.07,1,0,6.84304351763747,43.0,116360.07,0,0.0,1.0,0.0
48,126066.26,1,0,1.9592052977662344,48.0,126066.26,0,1.0,0.0,1.0
44,0.0,2,0,0.0,22.0,0.0,0,0.0,0.0,1.0
44,107764.75,1,0,0.5804172637009816,44.0,107764.75,0,0.0,0.0,1.0
52,0.0,1,0,0.0,52.0,0.0,0,0.0,0.0,1.0
47,0.0,2,0,0.0,23.5,0.0,0,0.0,0.0,1.0
29,148654.84,2,1,5.160714304312189,14.5,74327.42,29,0.0,0.0,0.0
40,0.0,2,0,0.0,20.0,0.0,0,0.0,1.0,1.0
48,155413.06,1,0,0.8270114138205727,48.0,155413.06,0,0.0,1.0,0.0
32,109421.13,2,1,0.8648697974176844,16.0,54710.565,32,1.0,0.0,0.0
26,146266.0,1,0,6.677708981437772,26.0,146266.0,0,0.0,0.0,1.0
35,0.0,2,0,0.0,17.5,0.0,0,0.0,1.0,1.0
47,139914.6,4,1,1.0765596405666285,11.75,34978.65,47,0.0,0.0,0.0
33,130499.09,2,1,1.744538553635109,16.5,65249.545,33,0.0,0.0,0.0
38,67111.65,1,0,0.8542003323548009,38.0,67111.65,0,1.0,0.0,1.0
43,111677.88,1,0,0.6245012925878768,43.0,111677.88,0,1.0,0.0,1.0
51,123783.25,1,1,0.9175819821815269,51.0,123783.25,51,1.0,0.0,1.0
23,0.0,2,1,0.0,11.5,0.0,23,0.0,0.0,1.0
47,91219.29,1,0,0.5742642740439152,47.0,91219.29,0,1.0,0.0,0.0
38,0.0,2,0,0.0,19.0,0.0,0,0.0,1.0,0.0
29,121823.4,2,1,2.418624837126582,14.5,60911.7,29,0.0,0.0,1.0
43,122351.29,1,0,1.7180164456039742,43.0,122351.29,0,0.0,0.0,1.0
40,123497.58,1,0,0.9359193405117858,40.0,123497.58,0,0.0,0.0,0.0
41,0.0,1,0,0.0,41.0,0.0,0,0.0,0.0,0.0
43,96353.8,1,0,9.437383690180024,43.0,96353.8,0,1.0,0.0,1.0
27,96129.32,2,1,16.065197118839517,13.5,48064.66,27,1.0,0.0,0.0
40,0.0,2,1,0.0,20.0,0.0,40,0.0,0.0,0.0
37,160389.82,1,1,0.873858572377517,37.0,160389.82,37,0.0,0.0,0.0
44,0.0,2,0,0.0,22.0,0.0,0,0.0,0.0,0.0
35,0.0,2,0,0.0,17.5,0.0,0,0.0,0.0,1.0
38,146756.68,1,0,1.875038792690965,38.0,146756.68,0,1.0,0.0,1.0
33,122568.05,2,1,1.4799177984770742,16.5,61284.025,33,0.0,0.0,1.0
24,0.0,2,0,0.0,12.0,0.0,0,0.0,0.0,1.0
50,116309.01,1,0,0.62747496228968,50.0,116309.01,0,1.0,0.0,1.0
47,134032.01,1,0,0.9289008868676952,47.0,134032.01,0,0.0,1.0,0.0
39,152462.79,1,0,1.6882913720986554,39.0,152462.79,0,0.0,0.0,0.0
38,149571.94,1,0,1.26345600785517,38.0,149571.94,0,0.0,1.0,0.0
40,47364.45,1,1,0.318782014441703,40.0,47364.45,40,0.0,0.0,0.0
25,193858.2,1,1,8.97487096130529,25.0,193858.2,25,0.0,1.0,1.0
34,0.0,1,0,0.0,34.0,0.0,0,0.0,1.0,1.0
42,86167.82,1,0,0.5619308895557771,42.0,86167.82,0,0.0,0.0,0.0
35,81684.97,1,0,99.13224514563107,35.0,81684.97,0,0.0,0.0,0.0
19,0.0,2,1,0.0,9.5,0.0,19,0.0,0.0,1.0
37,125734.2,2,0,0.9339581500001226,18.5,62867.1,0,1.0,0.0,0.0
53,0.0,1,1,0.0,53.0,0.0,53,0.0,0.0,0.0
46,0.0,2,0,0.0,23.0,0.0,0,0.0,0.0,1.0
37,0.0,2,1,0.0,18.5,0.0,37,0.0,1.0,1.0
46,87361.02,2,0,0.7257292866976854,23.0,43680.51,0,1.0,0.0,0.0
43,0.0,2,0,0.0,21.5,0.0,0,0.0,1.0,1.0
33,103471.52,1,1,0.6359533628759151,33.0,103471.52,33,1.0,0.0,1.0
38,145018.49,2,1,1.1445598390748841,19.0,72509.245,38,0.0,0.0,1.0
41,69974.66,2,0,0.37136388673906323,20.5,34987.33,0,0.0,1.0,0.0
55,0.0,2,1,0.0,27.5,0.0,55,0.0,0.0,0.0
29,169988.35,1,0,39.79128043071161,29.0,169988.35,0,0.0,0.0,0.0
25,124532.78,2,1,10.62242815115191,12.5,62266.39,25,0.0,0.0,1.0
27,95331.83,2,0,0.7216381150838168,13.5,47665.915,0,1.0,0.0,1.0
40,0.0,2,1,0.0,20.0,0.0,40,0.0,0.0,0.0
55,99685.06,1,0,0.8708021613107074,55.0,99685.06,0,0.0,1.0,1.0
31,160997.54,2,1,2.4833281300901295,15.5,80498.77,31,1.0,0.0,1.0
32,0.0,1,1,0.0,32.0,0.0,32,0.0,1.0,1.0
31,109578.04,2,1,2.127583925833404,15.5,54789.02,31,0.0,0.0,1.0
27,0.0,1,0,0.0,27.0,0.0,0,0.0,1.0,1.0
43,138150.57,1,1,0.7789399086002505,43.0,138150.57,43,0.0,1.0,1.0
37,143407.29,2,1,1.6990889838992844,18.5,71703.645,37,0.0,1.0,1.0
24,122200.31,2,0,2.795990029643826,12.0,61100.155,0,1.0,0.0,0.0
34,0.0,1,0,0.0,34.0,0.0,0,0.0,1.0,1.0
31,119794.67,1,0,0.6563068746985401,31.0,119794.67,0,0.0,0.0,0.0
42,0.0,2,1,0.0,21.0,0.0,42,0.0,0.0,0.0
30,102452.71,1,0,4.752653320622816,30.0,102452.71,0,1.0,0.0,0.0
52,0.0,1,1,0.0,52.0,0.0,52,0.0,1.0,1.0
24,108881.73,1,0,1.0420019249167622,24.0,108881.73,0,0.0,1.0,1.0
52,107304.39,3,0,3.725029437984442,17.333333333333332,35768.13,0,1.0,0.0,1.0
41,0.0,1,0,0.0,41.0,0.0,0,0.0,0.0,1.0
35,0.0,1,1,0.0,35.0,0.0,35,0.0,0.0,0.0
37,99546.25,3,1,3.960156263985885,12.333333333333334,33182.083333333336,37,0.0,0.0,0.0
43,0.0,2,0,0.0,21.5,0.0,0,0.0,1.0,1.0
43,118994.84,1,0,0.6556197839809935,43.0,118994.84,0,1.0,0.0,0.0
28,0.0,2,1,0.0,14.0,0.0,28,0.0,1.0,0.0
36,0.0,1,0,0.0,36.0,0.0,0,0.0,1.0,1.0
41,145150.28,1,0,2.237579798894146,41.0,145150.28,0,0.0,0.0,0.0
33,113452.66,1,0,0.7938638318590344,33.0,113452.66,0,0.0,0.0,0.0
28,141099.43,1,1,9.0406220947033,28.0,141099.43,28,0.0,0.0,1.0
59,55328.4,1,0,0.6638659424763265,59.0,55328.4,0,0.0,0.0,0.0
41,0.0,1,1,0.0,41.0,0.0,41,0.0,0.0,1.0
35,0.0,2,1,0.0,17.5,0.0,35,0.0,0.0,0.0
23,0.0,2,1,0.0,11.5,0.0,23,0.0,0.0,1.0
51,119889.84,1,0,2.1119387144126227,51.0,119889.84,0,0.0,0.0,1.0
46,0.0,1,1,0.0,46.0,0.0,46,0.0,1.0,0.0
40,100812.33,2,0,0.6841307922521078,20.0,50406.165,0,0.0,0.0,0.0
42,134936.97,2,0,0.9982102237693735,21.0,67468.485,0,0.0,0.0,1.0
45,43134.65,1,1,0.5577971650199436,45.0,43134.65,45,0.0,0.0,1.0
45,97486.15,2,0,1.9261994814527068,22.5,48743.075,0,1.0,0.0,0.0
43,93259.57,3,0,0.6612482021389628,14.333333333333334,31086.523333333334,0,1.0,0.0,0.0
29,0.0,2,0,0.0,14.5,0.0,0,0.0,0.0,1.0
39,83765.35,2,0,0.7077254416960534,19.5,41882.675,0,1.0,0.0,0.0
31,116234.61,1,0,0.6754053317193512,31.0,116234.61,0,0.0,0.0,1.0
31,154741.45,2,0,6.1446765100756435,15.5,77370.725,0,1.0,0.0,1.0
60,0.0,1,1,0.0,60.0,0.0,60,0.0,0.0,0.0
41,0.0,1,1,0.0,41.0,0.0,41,0.0,1.0,0.0
29,0.0,2,0,0.0,14.5,0.0,0,0.0,0.0,0.0
61,142105.35,1,1,3.142947411910106,61.0,142105.35,61,0.0,0.0,0.0
29,102490.27,1,1,0.5655429374473305,29.0,102490.27,29,0.0,0.0,1.0
47,118812.5,2,0,3.81770818940781,23.5,59406.25,0,1.0,0.0,1.0
36,0.0,2,1,0.0,18.0,0.0,36,0.0,0.0,1.0
52,106074.89,1,1,4.504538090617429,52.0,106074.89,52,1.0,0.0,0.0
34,132944.53,1,1,4.180261749550041,34.0,132944.53,34,0.0,1.0,1.0
33,76548.6,1,1,0.7775105900301108,33.0,76548.6,33,0.0,1.0,1.0
49,0.0,1,1,0.0,49.0,0.0,49,0.0,0.0,0.0
29,102540.61,1,1,0.5405956501973658,29.0,102540.61,29,0.0,0.0,1.0
44,49157.09,2,0,0.9223727473380297,22.0,24578.545,0,1.0,0.0,1.0
69,163975.09,1,1,4.541177008183668,69.0,163975.09,69,0.0,1.0,1.0
46,0.0,1,1,0.0,46.0,0.0,46,0.0,1.0,1.0
63,169832.57,1,0,0.922465360681594,63.0,169832.57,0,0.0,0.0,1.0
33,0.0,3,1,0.0,11.0,0.0,33,0.0,0.0,0.0
43,0.0,2,0,0.0,21.5,0.0,0,0.0,0.0,0.0
28,0.0,1,0,0.0,28.0,0.0,0,0.0,0.0,0.0
34,102277.52,1,0,0.5750691148292094,34.0,102277.52,0,1.0,0.0,0.0
37,0.0,2,0,0.0,18.5,0.0,0,0.0,0.0,1.0
49,120656.86,4,0,0.7261298606258987,12.25,30164.215,0,1.0,0.0,0.0
45,106431.97,2,1,0.6485100417876951,22.5,53215.985,45,1.0,0.0,0.0
28,123692.0,1,1,1.7532788576897518,28.0,123692.0,28,0.0,1.0,1.0
35,121355.19,1,1,3.402025709636138,35.0,121355.19,35,1.0,0.0,1.0
29,148143.84,1,1,2.847748589570559,29.0,148143.84,29,0.0,0.0,0.0
34,0.0,1,0,0.0,34.0,0.0,0,0.0,1.0,0.0
48,132403.56,1,0,3.668510754903245,48.0,132403.56,0,1.0,0.0,1.0
31,0.0,1,0,0.0,31.0,0.0,0,0.0,0.0,1.0
30,58668.02,1,1,0.7457433864680187,30.0,58668.02,30,1.0,0.0,1.0
45,125191.69,1,1,0.9760708761815569,45.0,125191.69,45,0.0,1.0,0.0
44,0.0,2,1,0.0,22.0,0.0,44,0.0,0.0,0.0
33,0.0,2,1,0.0,16.5,0.0,33,0.0,1.0,0.0
67,103101.56,2,1,0.6694818678352401,33.5,51550.78,67,0.0,0.0,1.0
50,107959.39,1,1,15.455137473623331,50.0,107959.39,50,1.0,0.0,0.0
31,94222.53,1,0,0.9097402935962645,31.0,94222.53,0,0.0,1.0,0.0
36,134208.22,1,1,0.7553767627356629,36.0,134208.22,36,0.0,0.0,0.0
74,128917.84,1,1,2.6721691777573633,74.0,128917.84,74,0.0,1.0,0.0
35,121968.11,2,1,0.6475848723910971,17.5,60984.055,35,1.0,0.0,1.0
45,156353.46,1,0,2.152325967957414,45.0,156353.46,0,1.0,0.0,1.0
47,183579.54,2,1,5.3918591475331255,23.5,91789.77,47,1.0,0.0,1.0
30,0.0,2,0,0.0,15.0,0.0,0,0.0,0.0,1.0
43,0.0,2,0,0.0,21.5,0.0,0,0.0,0.0,1.0
40,0.0,1,1,0.0,40.0,0.0,40,0.0,0.0,0.0
33,102772.67,2,0,1.4535298345618548,16.5,51386.335,0,1.0,0.0,1.0
58,125801.03,2,0,2.0659765354284154,29.0,62900.515,0,1.0,0.0,0.0
39,133191.19,2,1,2.4993894668535956,19.5,66595.595,39,1.0,0.0,1.0
36,127157.04,1,1,0.8166789820048342,36.0,127157.04,36,0.0,0.0,1.0
39,121523.51,1,0,0.751743506486477,39.0,121523.51,0,1.0,0.0,1.0
32,0.0,2,1,0.0,16.0,0.0,32,0.0,1.0,1.0
42,0.0,2,1,0.0,21.0,0.0,42,0.0,0.0,0.0
35,0.0,1,0,0.0,35.0,0.0,0,0.0,1.0,0.0
41,126550.7,1,0,0.7123816709910331,41.0,126550.7,0,1.0,0.0,1.0
37,133043.66,1,0,1.1959723520804753,37.0,133043.66,0,0.0,0.0,1.0
35,167455.66,2,1,3.026790847959014,17.5,83727.83,35,0.0,1.0,1.0
52,139781.06,1,0,5.093059674845329,52.0,139781.06,0,0.0,0.0,1.0
42,164307.77,1,0,3.3879155077746197,42.0,164307.77,0,1.0,0.0,0.0
39,94435.45,2,1,0.4985219937237259,19.5,47217.725,39,0.0,0.0,0.0
45,0.0,1,0,0.0,45.0,0.0,0,0.0,0.0,1.0
34,106328.08,1,0,1.1989997818013287,34.0,106328.08,0,0.0,0.0,1.0
27,0.0,2,1,0.0,13.5,0.0,27,0.0,0.0,0.0
50,0.0,4,0,0.0,12.5,0.0,0,0.0,1.0,0.0
46,0.0,2,0,0.0,23.0,0.0,0,0.0,0.0,0.0
37,77373.87,2,1,0.44245727001221286,18.5,38686.935,37,1.0,0.0,0.0
38,99811.44,2,0,4.2416097571340545,19.0,49905.72,0,0.0,1.0,1.0
35,133377.8,1,1,2.0823950717398336,35.0,133377.8,35,1.0,0.0,1.0
27,0.0,2,1,0.0,13.5,0.0,27,0.0,0.0,0.0
30,112666.67,1,0,9.621077845334062,30.0,112666.67,0,0.0,1.0,1.0
29,129750.68,1,0,1.18756674021457,29.0,129750.68,0,1.0,0.0,1.0
21,0.0,2,0,0.0,10.5,0.0,0,0.0,0.0,1.0
45,150840.03,2,0,0.9699303642350144,22.5,75420.015,0,0.0,1.0,0.0
68,107571.61,1,1,0.9461337202833626,68.0,107571.61,68,0.0,0.0,0.0
40,72945.29,2,0,0.7373312847778513,20.0,36472.645,0,0.0,0.0,1.0
30,57809.32,1,0,0.30707417232550843,30.0,57809.32,0,1.0,0.0,0.0
31,185078.26,1,0,1.6046634865569587,31.0,185078.26,0,0.0,1.0,0.0
66,0.0,1,1,0.0,66.0,0.0,66,0.0,1.0,0.0
41,109798.25,1,1,0.7339768724078523,41.0,109798.25,41,0.0,0.0,0.0
37,152303.66,2,1,0.8698980250419517,18.5,76151.83,37,0.0,0.0,1.0
27,75263.16,1,1,0.45662455170646404,27.0,75263.16,27,0.0,1.0,1.0
30,100548.67,2,0,0.7340188549344204,15.0,50274.335,0,1.0,0.0,0.0
34,137390.11,2,0,14.197593262374701,17.0,68695.055,0,0.0,0.0,1.0
24,103097.85,1,1,0.6542684545469718,24.0,103097.85,24,1.0,0.0,1.0
54,97382.53,1,1,0.4974284109649007,54.0,97382.53,54,1.0,0.0,0.0
50,0.0,4,1,0.0,12.5,0.0,50,0.0,1.0,0.0
42,153279.39,1,1,1.0128351329377834,42.0,153279.39,42,1.0,0.0,1.0
23,71433.08,1,0,0.6888597293070609,23.0,71433.08,0,1.0,0.0,0.0
45,0.0,2,1,0.0,22.5,0.0,45,0.0,1.0,1.0
23,0.0,2,0,0.0,11.5,0.0,0,0.0,0.0,0.0
28,120911.75,2,1,0.9212361711811996,14.0,60455.875,28,0.0,0.0,1.0
39,96748.89,2,0,1.0215122926557016,19.5,48374.445,0,1.0,0.0,0.0
42,132739.26,2,0,0.7599533170567074,21.0,66369.63,0,0.0,0.0,1.0
29,0.0,2,0,0.0,14.5,0.0,0,0.0,0.0,1.0
39,165272.13,1,0,11.713245002604564,39.0,165272.13,0,0.0,1.0,0.0
31,87772.52,1,0,0.46559607928114494,31.0,87772.52,0,0.0,0.0,0.0
55,133676.65,1,1,7.819410265514471,55.0,133676.65,55,0.0,1.0,0.0
39,0.0,2,0,0.0,19.5,0.0,0,0.0,0.0,0.0
51,167273.71,1,0,1.7901771997463605,51.0,167273.71,0,1.0,0.0,0.0
63,160982.89,1,1,0.9581848906514487,63.0,160982.89,63,0.0,0.0,1.0
47,0.0,2,0,0.0,23.5,0.0,0,0.0,0.0,1.0
31,0.0,1,1,0.0,31.0,0.0,31,0.0,0.0,0.0
43,0.0,2,0,0.0,21.5,0.0,0,0.0,0.0,0.0
34,107136.6,1,0,0.6961647861476876,34.0,107136.6,0,0.0,0.0,1.0
34,71379.53,2,1,0.463500461912615,17.0,35689.765,34,0.0,0.0,0.0
19,0.0,2,0,0.0,9.5,0.0,0,0.0,0.0,1.0
56,100374.58,1,0,0.8471086362823105,56.0,100374.58,0,0.0,0.0,1.0
40,84350.07,1,0,0.5864332346837811,40.0,84350.07,0,0.0,0.0,0.0
42,0.0,1,1,0.0,42.0,0.0,42,0.0,0.0,1.0
32,0.0,2,1,0.0,16.0,0.0,32,0.0,0.0,1.0
24,0.0,2,0,0.0,12.0,0.0,0,0.0,0.0,0.0
37,111852.84,2,0,10.641371574702244,18.5,55926.42,0,0.0,0.0,0.0
36,77910.23,1,0,1.1587230199109106,36.0,77910.23,0,0.0,1.0,1.0
47,0.0,1,0,0.0,47.0,0.0,0,0.0,1.0,0.0
31,0.0,2,1,0.0,15.5,0.0,31,0.0,0.0,1.0
61,0.0,1,0,0.0,61.0,0.0,0,0.0,1.0,1.0
31,110635.32,1,0,0.746432134210181,31.0,110635.32,0,0.0,0.0,0.0
29,80922.75,1,0,10.34714568112132,29.0,80922.75,0,0.0,1.0,0.0
41,72509.91,1,0,2.8187945527339933,41.0,72509.91,0,0.0,1.0,1.0
27,74298.43,1,1,1.4130022920408443,27.0,74298.43,27,1.0,0.0,1.0
54,167831.88,2,0,1.1176873726982461,27.0,83915.94,0,0.0,0.0,1.0
21,98993.02,1,1,0.585215100039821,21.0,98993.02,21,0.0,0.0,0.0
49,91502.99,1,0,0.7805231295992849,49.0,91502.99,0,1.0,0.0,0.0
33,123082.08,1,0,0.9119827078908288,33.0,123082.08,0,0.0,0.0,1.0
20,167685.56,1,0,2.894628853148374,20.0,167685.56,0,0.0,0.0,0.0
37,0.0,2,1,0.0,18.5,0.0,37,0.0,0.0,1.0
39,119452.03,1,1,0.6962066387784646,39.0,119452.03,39,0.0,0.0,1.0
31,0.0,2,0,0.0,15.5,0.0,0,0.0,0.0,0.0
31,79340.95,1,0,1.0138659264622483,31.0,79340.95,0,0.0,0.0,0.0
37,142711.81,1,0,4.00589944087661,37.0,142711.81,0,1.0,0.0,0.0
33,0.0,2,0,0.0,16.5,0.0,0,0.0,1.0,1.0
30,0.0,1,1,0.0,30.0,0.0,30,0.0,0.0,1.0
36,89800.14,1,1,0.8477894585192275,36.0,89800.14,36,0.0,0.0,1.0
74,116800.25,1,1,3.4221734094765286,74.0,116800.25,74,1.0,0.0,0.0
41,106116.56,2,0,0.5338751815508651,20.5,53058.28,0,1.0,0.0,1.0
44,133444.97,1,1,23.377808026712497,44.0,133444.97,44,0.0,0.0,0.0
35,112808.18,1,1,6.320387936105959,35.0,112808.18,35,0.0,0.0,0.0
40,68155.59,1,0,0.7183599969012396,40.0,68155.59,0,0.0,0.0,1.0
36,137688.71,1,1,2.9367890180253005,36.0,137688.71,36,0.0,0.0,1.0
68,136525.99,1,0,0.7783732006895814,68.0,136525.99,0,1.0,0.0,1.0
34,144094.2,1,0,3.2373255065236646,34.0,144094.2,0,0.0,0.0,1.0
37,105843.26,2,1,1.2465611095277016,18.5,52921.63,37,0.0,0.0,1.0
28,136674.51,2,0,25.891306324567424,14.0,68337.255,0,0.0,0.0,0.0
38,133105.47,1,0,1.2588841316184463,38.0,133105.47,0,1.0,0.0,1.0
30,57657.49,1,0,0.7276228563784611,30.0,57657.49,0,0.0,0.0,1.0
74,108891.7,1,0,10.80487040113038,74.0,108891.7,0,1.0,0.0,1.0
45,98792.4,1,0,1.2123001483586673,45.0,98792.4,0,1.0,0.0,0.0
65,131935.51,1,1,1.3686303075518829,65.0,131935.51,65,1.0,0.0,1.0
43,0.0,2,1,0.0,21.5,0.0,43,0.0,1.0,1.0
35,90194.34,2,0,1.5805663654348048,17.5,45097.17,0,1.0,0.0,0.0
33,0.0,2,0,0.0,16.5,0.0,0,0.0,0.0,0.0
37,0.0,2,0,0.0,18.5,0.0,0,0.0,0.0,0.0
45,0.0,2,0,0.0,22.5,0.0,0,0.0,1.0,1.0
26,93844.69,1,0,3.302604295704858,26.0,93844.69,0,0.0,0.0,1.0
25,128524.19,2,0,6.21416359562644,12.5,64262.095,0,1.0,0.0,0.0
34,98592.88,1,1,0.5140660666397657,34.0,98592.88,34,1.0,0.0,0.0
35,14262.8,2,0,0.2607975693903508,17.5,7131.4,0,0.0,1.0,0.0
31,106089.2,1,0,1.0658194966971302,31.0,106089.2,0,0.0,0.0,0.0
34,134692.4,2,1,1.6078255266433035,17.0,67346.2,34,0.0,0.0,1.0
32,84421.62,1,1,1.6137262349346866,32.0,84421.62,32,1.0,0.0,1.0
56,131317.48,1,1,1.101883651372829,56.0,131317.48,56,0.0,0.0,1.0
33,147510.34,1,0,0.7738778351322414,33.0,147510.34,0,0.0,0.0,1.0
45,106000.12,1,0,0.5536729998428824,45.0,106000.12,0,1.0,0.0,0.0
46,0.0,2,1,0.0,23.0,0.0,46,0.0,0.0,1.0
35,122917.69,1,1,1.6137351502592634,35.0,122917.69,35,1.0,0.0,1.0
38,126732.85,1,1,1.59257379421137,38.0,126732.85,38,1.0,0.0,1.0
35,158584.28,2,0,3.6339069334301244,17.5,79292.14,0,1.0,0.0,1.0
32,127661.69,1,0,2.0960614236708635,32.0,127661.69,0,0.0,0.0,0.0
40,139532.34,1,0,0.7696451059517064,40.0,139532.34,0,0.0,0.0,0.0
29,0.0,2,1,0.0,14.5,0.0,29,0.0,0.0,0.0
47,0.0,1,0,0.0,47.0,0.0,0,0.0,0.0,1.0
34,109699.08,1,1,2.8945180745303754,34.0,109699.08,34,0.0,1.0,0.0
41,0.0,2,1,0.0,20.5,0.0,41,0.0,1.0,1.0
40,74896.92,1,0,0.3769456783338416,40.0,74896.92,0,0.0,1.0,1.0
49,103302.37,1,1,2.0265471587107062,49.0,103302.37,49,0.0,0.0,1.0
57,0.0,3,0,0.0,19.0,0.0,0,0.0,0.0,0.0
46,81742.84,2,0,0.9815162205709957,23.0,40871.42,0,0.0,1.0,0.0
33,0.0,2,0,0.0,16.5,0.0,0,0.0,0.0,1.0
45,109730.22,1,1,0.8857588140009508,45.0,109730.22,45,0.0,0.0,0.0
56,105473.74,1,1,2.2906814465074157,56.0,105473.74,56,0.0,1.0,0.0
51,81818.49,1,1,0.48370552703178693,51.0,81818.49,51,0.0,1.0,1.0
33,103516.87,1,0,0.9087777132031344,33.0,103516.87,0,0.0,0.0,0.0
55,63127.41,2,0,0.34083998555595535,27.5,31563.705,0,0.0,1.0,1.0
38,149238.97,1,1,1.5255672795249242,38.0,149238.97,38,0.0,0.0,1.0
34,133501.36,1,1,0.8577406352381705,34.0,133501.36,34,0.0,0.0,1.0
37,104255.03,1,0,1.2037384638636675,37.0,104255.03,0,0.0,0.0,0.0
35,104015.54,2,1,1.8840705348584297,17.5,52007.77,35,1.0,0.0,1.0
47,143001.5,2,0,1.3122112362643665,23.5,71500.75,0,1.0,0.0,0.0
31,0.0,2,0,0.0,15.5,0.0,0,0.0,0.0,0.0
67,0.0,2,1,0.0,33.5,0.0,67,0.0,1.0,1.0
31,84560.04,1,1,0.6137133961247384,31.0,84560.04,31,0.0,1.0,1.0
32,0.0,2,1,0.0,16.0,0.0,32,0.0,0.0,1.0
49,143888.22,2,1,0.8655639637966129,24.5,71944.11,49,1.0,0.0,0.0
25,113736.27,1,1,0.5777385280167929,25.0,113736.27,25,0.0,0.0,1.0
67,94203.8,1,1,0.9200393081192831,67.0,94203.8,67,0.0,0.0,1.0
38,146343.98,1,1,1.4084793850673485,38.0,146343.98,38,0.0,1.0,1.0
37,110689.07,1,1,1.5563477418215483,37.0,110689.07,37,1.0,0.0,0.0
41,0.0,2,0,0.0,20.5,0.0,0,0.0,0.0,1.0
